######################################
# Bloody Rally Show translations file 
# Locale: Lithuanian
# Author: Tomas Varaneckas
# Contact: tomas@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
campaign.weekly_rebalance,Kassavaitinis Perbalansavimas
campaign.weekly_rebalance.tip,Kartą per savaitę AI lenktynininkai galės gauti papildomų XP ir pinigu. Padidintas sunkumas.
campaign.custom_content,Mano Mašinos ir Trasos
campaign.custom_content.tip,Įtrauksime automobilius ir trasas kurias pats sukūrei
campaign.workshop_content,Workshop Mašinos ir Trasos
campaign.workshop_content.tip,Įtrauksime automobilius ir trasas, kurias prenumeruoji Steam Workshop'e
campaign.allow_heavy_tracks,Leisti Trasas su Daug Objektų
campaign.allow_heavy_tracks.tip,Įtrauksime tavo / Workshop trasas, turinčias didelį objektų tankį. Gali pakekti žaidimo greičiui.

campaign.btn.start_new,Pradėti Naują Kampaniją

# Main Menu => Custom Race

custom_race.btn.continue_session,Tęsti Sesiją
custom_race.btn.new_session,Nauja Sesija
custom_race.btn.random_time_attack,Greita Laiko Ataka
custom_race.btn.random_race,Greitos Lenktynės
custom_race.btn.random_battle,Greita Kova

# Main Menu => Editors & Mods

editors_mods.btn.track_editor,Trasų Redaktorius
editors_mods.btn.car_editor,Automobilių Redaktorius
editors_mods.btn.mod_manager,Modų Valdymas

# Main Menu => Mod Manager

mods.section.tracks,Prenumeruojamos Trasos
mods.section.cars,Prenumeruojami Automobiliai
mods.btn.open_workshop,Naršyti Dirbtuves
mods.btn.manage_tracks,Trasos
mods.btn.manage_cars,Automobiliai
mods.btn.reload,Perkrauti Modus
mods.btn.unsubscribe.tip,Pašalinti
mods.btn.view_online.tip,Žiūrėti Naršyklėje

# Leaderboards

leaderboard.time_attack.title,Laiko Ataka<br>Topai
leaderboard.type,Topų Tipas
leaderboard.type.friends,Draugai
leaderboard.type.global,Visi
leaderboard.top100,Top 100
leaderboard.daily_challenge,Dienos Lenktynės<br>Topai
leaderboard.daily_challenge.time_out,Baigėsi Laikas!
leaderboard.daily_challenge.lap_attempts,Bandymai
leaderboard.daily_challenge.ends_in,Liko
leaderboard.daily_challenge.grace_period,Papildomas Laikas
leaderboard.daily_challenge.ended_minutes_ago, Baigėsi Prieš {0:0} Minutes
leaderboard.daily_challenge.ended_hours_ago, Baigėsi Prieš {0:0} Valandas
leaderboard.daily_challenge.ended_days_ago, Baigėsi Prieš {0:0} Dienas
leaderboard.day,Diena
leaderboard.btn.race_now,Lenktyniauti
leaderboard.btn.race_now.tip,Pastatyk savo rekordą su šiuo automobiliu šioje trasoje
leaderboard.no_score.race_now,Dar neturi rezultato. Lenktyniauk kad sukurtum įrašą!
leaderboard.no_steam_connection,Steam nepasiekiamas<br><br>Topai neveiks
leaderboard.btn.time_attack,Laiko Ataka
leaderboard.time_attack.tip,Trasų laiko topai. Įrašai kuriami lenktynėse su "Laiko Ataka" režimu.
leaderboard.refresh.tip,Atnaujinti rezultatus iš Steam

# Leaderboard Names

leaderboard.max_season,Aukščiausias Sezonas
leaderboard.max_racer_level,Didžiausias Lenktynininko Lygis
leaderboard.people_hit,Numušta Žmonių
leaderboard.km_driven,Nuvažiuota KM
leaderboard.cash_earned,Uždirbta Pinigų
leaderboard.xp_gained,Gauta XP
leaderboard.podium_finishes,Prizinės Vietos
leaderboard.podium_gold,Auksas
leaderboard.seasons_won,Laimėti Sezonai
leaderboard.cars_fragged,Nufraginta Mašinų
leaderboard.tracks_created,Sukurtos Trasos
leaderboard.longest_jump,Ilgiausias Šuolis
leaderboard.meters_jumped,Nušokta Metrų
leaderboard.seconds_drifted,Driftinta Sekundžių

# Settings 

# DO NOT TRANSLATE THIS ONE! JUST COPY IT BUT KEEP ENGLISH!
settings.btn.language,Language

settings.btn.video,Video
settings.btn.visuals,Išvaizda
settings.btn.gameplay,Žaidimas
settings.btn.audio,Garsas
settings.btn.input,Valdymas
settings.btn.reset,Trynimas

# Settings -> Video

settings.video.quality_warning,Šis kokybės lygis gali būt netinkamas jūsų sistemai!
settings.video.resolution_warning,Ši raiška gali būti netinkama jūsų sistemai!
settings.video.vsync_tip,Jei vaizdas striginėja, pamėginkite išjungti VSYNC ir nustatyti aukštą FPS ribą
settings.video.quality,Kokybė
settings.video.quality.performance,Greitis
settings.video.quality.quality,Kokybė
settings.video.resolution,Raiška
settings.video.window_mode,Lango Režimas
settings.video.window_mode.full_screen_exclusive,Visas Ekranas
settings.video.window_mode.full_screen_window,Visas Ekranas (Berėmis Langas)
settings.video.window_mode.windowed,Langas
# Don't translate this one, just copy
settings.video.vsync,VSync
settings.video.vsync.off,Išjungta
settings.video.vsync.on,Įjungta (Kiekvienas Kadras)
settings.video.vsync.on_every_2,Įjungta (Kas Antras Kadras)
settings.video.fps_limit,FPS Ribojimas
settings.video.particle_density,Dalelių Tankis
settings.video.particle_density_tip,Įtakos dūmų ir kelio dulkių išvaizdą
settings.video.btn.set_optimal,Nustatyti Optimalų
settings.video.btn.set_optimal_tip,Nustatys rekomenduojamą raišką ir kokybės lygį jūsų kompiuteriui

# Settings -> Visuals

settings.visuals.ui_scale,UI Dydis
settings.visuals.ui_scale_tip,Pasmulkins vartotojo interfeisą
settings.visuals.speed_units,Greičio Vienetai
settings.visuals.show_blood,Rodyti Kraują
settings.visuals.show_racer_names,Vairuotojų Vardai
settings.visuals.show_tire_trails,Padangų Žymės
settings.visuals.show_brake_lights,Stabdžių Lempos
settings.visuals.show_clouds,Rodyti Debesis
settings.visuals.show_weather_effects,Krituliai
settings.visuals.show_car_smoke,Išmetimo Dūmai
settings.visuals.show_controls,Rodyti Valdymą
settings.visuals.show_in_race_rankings,Rodyti Lenktynių Pozicijas
settings.visuals.dynamic_backgrounds,Dinamiški Fonai
settings.visuals.dynamic_backgrounds.tip,Skirta Kampanijos ir Lenktynių meniu
settings.visuals.reduce_particles,Sumažinti Daleles Matomumui
settings.visuals.post_processing,Papildomas Vaizdo Apdorojimas
settings.visuals.minimap_size,Žemėlapio Dydis
settings.visuals.minimap_size.off,Išjungtas
settings.visuals.minimap_size.regular,Įprastinis
settings.visuals.minimap_size.large,Didelis
settings.visuals.minimap_size.enormous,Milžiniškas
settings.visuals.minimap_pos,Žemėlapio Vieta
settings.visuals.minimap_pos.top_left,Viršuje Kairėje
settings.visuals.minimap_pos.bottom_right,Apačioje Dešinėje
settings.visuals.minimap_pos.top,Viršuje
settings.visuals.minimap_pos.right,Dešinėje

# Settings -> Gameplay

settings.gameplay.show_tips,Rodyti Patarimus
# FOR TRANSLATORS: Please translate as "Show Cutscenes (English Only)"
settings.gameplay.show_cutscenes,Rodyti Filmukus (be vertimo)
settings.gameplay.show_speech_bubbles,Kalbos Burbulai
settings.gameplay.enable_censorship,Cenzūruoti Keiksmus
settings.gameplay.peds_take_screenshots,Pėstieji Fotografuoja Ekraną
settings.gameplay.post_to_discord,Siųsti Į Discord
settings.gameplay.camera_type,Kamera
settings.gameplay.camera_type.fixed_road,Fiksuotas Kelias
settings.gameplay.camera_type.fixed_car,Fiksuotas Automobilis
settings.gameplay.camera_type.fixed_person,Fiksuotas Asmuo
settings.gameplay.camera_type.floating,Plaukiojanti
settings.gameplay.camera_zoom,Kameros Pritraukimas
settings.gameplay.camera_zoom.near,Arti
settings.gameplay.camera_zoom.medium,Vidutinis
settings.gameplay.camera_zoom.far,Toli
settings.gameplay.speed_autozoom,Automatinis Pritraukimas
settings.gameplay.speed_autozoom_tip,Kameros pritraukimas šiek tiek priklausys nuo greičio
settings.gameplay.camera_shake,Kameros Drebėjimas
settings.gameplay.camera_shake.full,Pilnas
settings.gameplay.camera_shake.light,Truputį
settings.gameplay.camera_shake.off,Išjungtas
settings.gameplay.vibration,Vibracija
settings.gameplay.run_in_background,Programos Veikimas Fone
settings.gameplay.auto_lock_mouse,Automatiškas Pelytės Rakinimas
settings.gameplay.auto_lock_mouse_tip,Jei turite kelis monitorius ir mėgstate daryti kelis dalykus vienu metu, galite pabandyti išjungti rakinimą. Pakeitus reikia perleisti žaidimą iš naujo.

# Settings -> Audio

settings.audio.master_volume,Visas Garsas
settings.audio.menu_sounds,Meniu Garsai
settings.audio.menu_music,Meniu Muzika
settings.audio.editor_music,Redaktoriaus Muzika
settings.audio.race_music,Lenktynių Muzika
settings.audio.car_engine,Variklių Garsai
settings.audio.tire_skid,Padangų Garsai
settings.audio.crowd_noise,Pėsčiųjų Triukšmas
settings.audio.sound_fx,Garso Efektai
settings.audio.btn.reset_to_defaults,Grąžinti Numatytas Reikšmes

# Settings -> Reset

settings.reset.btn.full_reset,Pilnas Trynimas
settings.reset.btn.reset_tips,Trinti Patarimus

# FOR TRASLATORS: Be very careful to not change text inside brackets (<br>, <size=50%> and such). It is one long line
settings.reset.about,Pilnas Trynimas:<br><indent=10%><size=70%><br> - Ištrins visas kampanijas<br> - Užrakins atrakintus automobilius<br> - Išeis iš žaidimo<br> <indent=0%><size=100%><br> Pilnas Trynimas nesunaikins:<br> <indent=10%><size=70%><br> - Pasiekimų<br> - Topų įrašų <br> - Tavo sukurtų automobilių ir trasų

# Main Menu button tooltips

main_menu.btn.tooltip.homepage,Kodo Linijos Svetainė
main_menu.btn.tooltip.newsletter,Kūrėjo Naujienlaiškis
main_menu.btn.tooltip.dev_msg,Žinutė nuo kūrėjo
main_menu.btn.tooltip.campaign,Istorija su sugeneruotom trasom. Žaisk kad atrakinti mašinas!
main_menu.btn.tooltip.race,Greitos lenktynės, mašinų kova, lenktynės dėl laiko ir kiti dalkykai
main_menu.btn.tooltip.editors,Atsisiųsk žaidėjų sukurtas trasas ir mašinas, arba sukurk savo!
main_menu.btn.tooltip.daily_challenge,Kovok su kitais žaidėjais dėl geriausio šios dienos laiko
main_menu.btn.tooltip.leaderboards,Garbė laukia tų, kas paklius į Top 100
main_menu.btn.tooltip.achievements,Surink visus!
main_menu.btn.tooltip.quit.0,Neeee! Nespausk šio mygtuko, jis ne veltui paskutinis sąraše!
main_menu.btn.tooltip.quit.1,Prašau, gal nereikia?
main_menu.btn.tooltip.quit.2,O gal dar vienas greitas lenktynes?
main_menu.btn.tooltip.quit.3,Tu tirkras? Kiti dalykai gali palaukti...
main_menu.btn.tooltip.quit.4,Kas kartą kai paspaudi šį mygtuką, gnomas nukerpa kokį nors laidą tavo mašinoje. Mes nejuokaujam!
main_menu.btn.tooltip.quit.5,Jei paspausi šį mygtuką, SOFACT tau atleis. Bet jie niekada nepamiršta...
main_menu.btn.tooltip.quit.6,Paspaudus šį mygtuką kompiuteris susinaikins po 5 sekundžių
main_menu.btn.tooltip.quit.7,Kodėl tu pasirinkai būtent šį mygtuką? Yra daugybė kitų!
main_menu.btn.tooltip.quit.8,Mes laikome tavo katiną įkaitu. Jei paspausi šį mygtuką, atiduosim jam tavo lazaniją!
main_menu.btn.tooltip.quit.9,Tu rimtai? Turi gyvenima?!

# About

about.btn.credits,Kreditai
about.btn.how_to_play,Kaip Žaisti
about.btn.newsletter,Naujienlaiškis
about.btn.version,Versija
about.btn.privacy,Privatumas

# Version Check

version.updates_available,Yra Atnaujinimų
version.loading_now,Bandome krauti atnaujinimų sąrašą iš URL:<br>{0}
version.up_to_date,Naujausia Versija
version.latest,Naujausia Versija: {0}
version.current,Turima Versija: {0}
version.check_failed,Nepavyko patikrinti ar yra atnaujinimų
version.check_failed_details,Nepavyko gauti naujos versijos arba atnaujinimų sąrašo.<br><br>Nėra interneto ryšio, programa užfirewallinta, arba serveris nepasiekiamas.<br><br>URL:<br>{0}<br><br>Klaidos informacija:<br>{1}
version.changelog_download_fail,Yra nauja versija.<br><br>Tačiau nepavyko gauti atnaujinimų sąrašo.<br><br>URL:<br>{0}<br><br>Klaidos informacija:<br>{1}
version.no_changes,Nėra naujų pakeitimų, arba pakeitimų sąrašas nėra atnaujintas
version.new_changes,Atnaujinimai: {0}

################################################################################

# Campaign
campaign.play_time,Žaidimo laikas: {0}

# Add Racer Menu

new_racer.title,Lenktynininko Registracija
new_racer.edit_title,Lenktynininko Redagavimas
new_racer.racer_name,Lenktynininko Vardas
new_racer.your_name,Tavo Vardas
new_racer.voice_pitch,Balso Tembras
new_racer.controlled_by,Valdytojas
new_racer.ai_skill,AI Lygis
new_racer.choose_avatar,Pasirink Nuotrauką
new_racer.voice.low,{0:0}% Žemas
new_racer.voice.high,{0:0}% Aukštas
new_racer.voice.mid,Vidutinis
new_racer.register,Registruoti
new_racer.dialogue.name_required,Vardas privalomas!
new_racer.dialogue.name_taken,Vardas {0} jau užimtas kito lenktynininko!
new_racer.dialogue.confirm_remove,Ar tikrai nori pašalinti {0}?

# Select Avatar Menu

select_avatar.title,Nuotraukos Pasirinkimas

# Racer List Menu

season_lineup.title,Sezono Lenktynininkai
season_lineup.begin_season,Pradėti Sezoną

# Generation Notice

gen.generating,Palauk...<br>Generuojame
gen.loading,Palauk...<br>Krauname

# Campaign Dashboard

dash.garage,Garažas
dash.no_car_warning,Neturi mašinos!
dash.btn.buy_car,Pirkti Mašiną
dash.end_campaign,Baigti Kampaniją
dash.end_season,Baigti Sezoną
dash.end_season.tip,Keliauti į sekantį Sezoną
dash.advance_week,Pirmyn
dash.advance_week.tip,Keliauti į kitą Savaitę
dash.view_season,Žiūrėti Sezoną
dash.view_season.tip,Perjunk sezono / savaitės vaizdą
dash.press_x_to_select,Spausk {0} kad pasirinkti
dash.flip_track_card.tip,Apversti kortelę
dash.btn.walk_on_foot,Eiti Pėsčiomis
dash.btn.walk_on_foot.tip,Keliauk per trasą be mašinos (pavojinga!)
dash.btn.save_track.tip,Išsisaugok šią trasą savo lenktynėms arba naudojimui Trasų Redaktoriuje
dash.btn.regenerate.tip,Pergeneruos šią trasą, jei tau ji nepatinka
# Verb
dash.btn.do_race,Lenktyniauk
dash.btn.do_retry,Kartoti
dash.give_5k,Duoti $5000

# Keep short - abbreviate if necessary
dash.stage01,Etapas 01
dash.stage02,Etapas 02
dash.stage03,Etapas 03
dash.stage04,Etapas 04
dash.stage05,Etapas 05

# Keep short - abbreviate if necessary
dash.week1,Sav 1
dash.week2,Sav 2
dash.week3,Sav 3
dash.week4,Sav 4
dash.week5,Sav 5
dash.week6,Sav 6
dash.week7,Sav 7

dash.stage_rewards,Etapo Apdovanojimai
dash.season_rewards,Sezono Apdovanojimai
dash.next_season,Kitas Sezonas
dash.game_over,Baigti Žaidimą
dash.buy_freedom,Pirkti Laisvę<br><size=75%>${0}</size>
dash.players,Žaidėjai
# It will be in a button, so could be just "All"
dash.all_racers,Visi

dash.maxed_out,Nebsitobulina
dash.req_lvl_short,Reik lyg: {0}

dash.tip.add_1_lap,Pridėti 1 ratą
dash.tip.add_5_laps,Pridėti 5 ratus
dash.tip.reduce_1_lap,Nuimti 1 ratą
dash.tip.reduce_5_laps,Nuimti 5 ratus

dash.tip.workshop_item,Workšopo Aitemas
dash.tip.rand_time_attack,Atsitiktinė Laiko Atakos sesija
dash.tip.rand_race,Atsitiktinės greitos lenktynės unikalioje procedūriškai sugeneruotoje vietoje
dash.tip.rand_battle,Atsitiktinė Automobilių Kova su AI priešais, procedūriškai sugeneruotoje vietoje
dash.tip.mark_tips_unseen,Pažymės visus patarimus, kaip nematytus
dash.tip.campaign_name_entry,Naudok klaviatūrą arba randomizavimo mygtuką viršuje
dash.tip.cloud_shadows_visible,Debesų šešėliai liks matomi
dash.tip.not_affect_split_minimap,Šis nustatymas nepakeis padalinto ekrano mini žemėlapio
dash.tip.censorship,Vietoje potencialiai įžeidžiančių žodžių, rodys #%$!
dash.tip.discord_post,Dės žinutes apie tavo topų rezultatus ir pasidalintus modus BRS Oficialiame Discord
dash.tip.upgrade_available,Yra Patobulinimas!
dash.tip.voice_pitch_slider,Nustatys dialogo balso tembrą
dash.tip.file_on_computer,Pasirink failą savo kompiuteryje
dash.tip.player_num,Žaidėjas {0}
dash.tip.ai_skill,AI Lygis: {0:0}%
dash.tip.car_sprites_white,Redaguodamas spraitus, palik paviršių baltą. Dažai dėsis atskirai.
dash.tip.upload_car,Įkelk į Steam Workshop. Prieš įkeldamas, įsitikink, kad nustatei teisingą Didžiausią Greitį Parametruose!
dash.tip.reload_car,Panaudok šią funkciją po to, kai paredaguosi spraitus už žaidimo ribų
dash.tip.speed_index,Reliatyvus greičio indeksas
dash.tip.leaderboard_eligible,Ši trasa gali turėti savo topus
dash.tip.ghost_replay_available,Yra vaiduoklio įrašas
dash.tip.add_racer_btn,Pridėti lenktyninką (Žmogų arba AI)
dash.tip.show_track_leaderboards,Rodyti Trasų Rekordus
dash.tip.new_race_session,Pradėti naują lenktynių sesiją
dash.tip.race_weapons,Trasoje atsiras ginklų dalinimo zonos
dash.tip.0_racers,Pašalinti visus lenktyninkus, išskyrus žaidėją
dash.tip.add_1_rnd_racer,Sugeneruoti vieną priešininką
dash.tip.add_10_rnd_racers,Sugeneruoti 10 priešininkų
dash.tip.rnd_gen_btn,Sugeneruos atsitiktinę trasą

# Custom Race Dash

dash.set_for_everyone,Pakeisti Visiems
dash.car,Automobilis
dash.racers,Dalyviai
dash.search_for_track,Trasos Paieška
dash.randomize_prompt,Spausk "Generuoti"<br>Kad pasigaminti atsitiktinių trasų
dash.race_options,Lenktynių Parametrai
dash.race_mode,Lenktynių Tipas
dash.demo_mode,Demonstracija
dash.demo_mode.tip,AI vairuos vietoje žaidėjo
dash.opponent_skill,Priešų Lygis
dash.start_race,Pradėti Lenktynes
dash.race_in_x,Lenktynės {0}
dash.battle_in_x,Kova {0}
dash.time_attack_in_x,Laiko Ataka {0}
dash.x_to_select,Paspausk {0} 
dash.add_player,Pridėti Žaidėją
dash.tracks_full_screen.tip,Perjungti per visą ekraną

# Rewards

rew.car_unlock,Atrakinta Auto: {0}
rew.total_pts,Viso Taškų
rew.dmg_taken,Gauta Žalos
rew.dmg_given,Padaryta Žalos
rew.unused_nitro,Sutaupyta Nitro
rew.corner_cut,Kirsti Kampai
rew.good_photos,Kokybiškos Nuotraukos
rew.close_calls,Vos Vos
rew.survival_bonus,Išgyvenimo Prizas
rew.place,{0} Vieta
rew.dnf,DNF
rew.pts,{0} tšk
rew.ch.unknown,Nežinomas Iššūkis
rew.ch.success,PAVYKO: {0}
rew.ch.fail,NEPAVYKO: {0}
rew.lethal,Nelaimingi Atsitikimai
rew.most_lethal,Daugiausia Nelaimingų Atsitikimų
rew.frags,Fragai
rew.jumps,Šuoliai Per Rampas
rew.longest_jump,Ilgiausias Šuolis
rew.drifts,Driftai
# Personal
rew.longest_drift,Asm. Ilgiausias Driftas
rew.most_drifts,Daugiausiai Driftų
# Among everyone
rew.most_longest_drift,Pats Ilgiausias Driftas
rew.level_up,Pakilo Lygis
rew.aero_up,Atrakintas Aero Patobulinimas
rew.engine_up,Atrakintas Variklio Patobulinimas
rew.turbo_up,Atrakintas Turbinos Patobulinimas
rew.gears_up,Atrakintas Bėgių Patobulinimas
rew.grip_up,Atrakintas Ratų Patobulinimas
rew.level_x,Lygis {0}
rew.paint_jobs,Atrakinta Naujų Dažų Sluoksnių

# Car Stats

# Keep these very short! Max 10 characters!
car.stat.speed_idx,Gretumas
car.stat.top_speed,Max Greitis
car.stat.power,Galia
car.stat.mass,Masė
car.stat.health,Atsparumas
car.stat.steering,Valdymas
car.stat.grip,Sukibimas
car.stat.shift_time,Pavarų Laikas

# Car Upgrades

# Short version
car.upgrade.engine,Variklis
car.upgrade.turbo,Turbina
car.upgrade.gears,Pavaros
car.upgrade.aero,Aero
car.upgrade.grip,Ratai

car.upgrade.engine.title,Variklio Tobulinimas
car.upgrade.turbo.title,Turbinos Tobulinimas
car.upgrade.gears.title,Pavarų Dėžės Tobulinimas
car.upgrade.aero.title,Aerodinamikos Tobulinimas
car.upgrade.grip.title,Sukibimo ir Valdymo Tobulinimas

car.upgrade.engine.tip,Padidina variklio galią
car.upgrade.turbo.tip,Nitro boost'ai bus efektyvesni
car.upgrade.gears.tip,Sumažina pavarų jungimo laiką
car.upgrade.aero.tip,Padidina greitį bei gerina sukibima
car.upgrade.grip.tip,Padidina sukibimą bei gerina valdymą

# Racer Profile

racer.last_races,Paskutinės Lenktynės
racer.no_data,Nėra Duomenų
racer.level,Lenktynininko Lygis
racer.races_attempted,Dalyvauta Lenktynių
racer.races_won,Laimėta Lenktynių
racer.peds_hit,Numušta Pėsčiųjų
racer.times_drifted,Driftinta Kartų

racer.title.rookie,Naujokas
racer.title.semi_pro,Pusprofis
racer.title.pro,Profas
racer.title.veteran,Veteranas
racer.title.master,Meistras
racer.title.grand_master,Vyr. Meistras
racer.title.legend,Legendinis
racer.title.epic,Epinis

# Car Paint

paint.main_color,Pagrindinė Spalva
paint.layer1,Dažų Sluoksnis 1
paint.layer2,Dažų Sluoksnis 2
paint.select_pattern,Pasirinkti Raštą
paint.change_color,Keisti Spalvą
paint.rotate_left,Sukti Kairėn
paint.rotate_right,Sukti Dešinėn
paint.zoom_out,Atstumti
paint.zoom_in,Pritraukti
paint.reduce_opacity,Mažiau Matomas
