######################################
# Bloody Rally Show translations file 
# Locale: French
# Author: Twolinks
# Contact: 
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
# Short for Experience Points. If your language does not have a well know acronym for this, keep "XP"
term.xp,XP
# Short for position. Keep "Pos" if you can't find a good alternative
term.pos,Pos
# Noun - number of people killed (keep short, abbreviate if necessary)
term.kills,Tués
# Noun - number of cars fragged (reference to Quake). Keep as "Frags" in your alphabet. Max 5 characters.
term.frags,Frags
term.damage,Dégâts
# Short from "damage", Keep "dmg" if you cannot get this to less than 6 characters.
term.dmg,Dégâts
term.racer,Pilote
term.ped,Piéton
term.he,Il
term.she,Elle
term.mr,M.
# Ms is between Miss and Mrs 
term.ms,Ms.
term.resurrect,Resurrection
term.progress,Progrèss
term.attempt,Tentative
term.tips,Astuces
term.difficulty,Difficulté

# Generic buttons (keep short)

btn.back,Retour
btn.continue,Continue
btn.apply,Valider
btn.close,Fermer
btn.refresh,Rafraichir
btn.random,Aléatoire
btn.randomize,Randomiser
btn.main_menu,Menu principal
btn.save,Sauver
btn.cancel,Annuler
btn.delete,Effacer
btn.edit,Editer
btn.garage,Garage
btn.generate,Générer
btn.regenerate,Regénérer
btn.buy,Acheter
btn.select,Sélectionner
btn.paint,Peindre
btn.switch,Basculer
btn.confirm,Confirmer
btn.change,Changer
btn.skip,Sauter
btn.next_page,Page suivante
btn.prev_page,Page précédente
btn.disable_tips,Désactiver astuces

# Keep these very short. On / off can be translated same as yes / no to keep them shorter

btn.on,On
btn.off,Off
btn.yes,Oui
btn.no,Non
btn.ok,OK
btn.all,Tout

# Main Menu 

main_menu.btn.campaign,Campagne
main_menu.btn.custom_race,Course custom 
main_menu.btn.editors_mods,Editeurs & Mods
main_menu.btn.daily_challenge,Challenge quotidien
main_menu.btn.leaderboards,Classements
main_menu.btn.achievements,Réussites
main_menu.btn.settings,Paramètres
main_menu.btn.about,A propos
main_menu.btn.quit,Quitter
main_menu.label.whats_new,Quoi de neuf

# Main Menu => Campaign

campaign.btn.continue,Continuer
campaign.btn.new,Nouveau
campaign.btn.load,Charger
campaign.saves,Sauver
campaign.no_saves,Pas de sauvegardes
campaign.btn.tips,Astuces
campaign.dialogue.cannot_continue,Vous ne pouvez pas continuer, cette campagne est déjà terminée!

campaign.difficulty,Difficulté
campaign.difficulty.easy,Facile
campaign.difficulty.normal,Normal
campaign.difficulty.hard,Difficile
campaign.difficulty.hardcore,Hardcore
campaign.difficulty.locked.tip,Level pilote requis: {0}
campaign.difficulty.dialogue.locked,La difficulté sélectionnée est bloquée. Atteingez le level de pilote {0} dans une difficulté inférieure pour débloquer.

campaign.name,Nommer la campagne

campaign.missions_challenges,Missions & Challenges
campaign.missions_challenges.tip,Certaines étapes auront des missions et challenges aléatoires.
campaign.races_with_weapons,Courses avec armes
campaign.races_with_weapons.tip,Certains circuits auront des armes et powerups déposés au sol le long du tracé.
campaign.directors_car,Voiture du Directeur
campaign.directors_car.tip,Le directeur Nicholas conduira sa limousine causant du grabuge. Ajoute de la difficulté.
campaign.helicopter_weapons,Avec hélico armé
campaign.helicopter_weapons.tip,L'hélico de Brace Stone aura parfois des armes et fera feu sur les concurents. Ajoute de la difficulté.
campaign.adaptive_ai,IA adaptive
campaign.adaptive_ai.tip,Les pilotes IA seront plus ou moins compétents selon vos performances.
campaign.weekly_rebalance,Ré-équilibrage hebdomadaire
campaign.weekly_rebalance.tip,Une fois par semaine, les pilotes IA pourraient recevoir de l'XP et Cash supplémentaire. Ajoute de la difficulté.
campaign.custom_content,Circuits et Auto Custom
campaign.custom_content.tip,Inclure vos créations de circuits et autos custom.
campaign.workshop_content,Inclure les circuits et autos du Workshop
campaign.workshop_content.tip,Inclure les circuits et autos abonnés sur Steam Workshop
campaign.allow_heavy_tracks,Autoriser les circuits avec une importante densité d'object
campaign.allow_heavy_tracks.tip,Inclure les circuits du workshop steam qui ont une importante densité d'object qui pourrait négativement impacté les perfomance du jeu

campaign.btn.start_new,Commencer une nouvelle Campagne

# Main Menu => Custom Race

custom_race.btn.continue_session,Continuer Session
custom_race.btn.new_session,Nouvelle Session
custom_race.btn.random_time_attack,Contre la montre rapide
custom_race.btn.random_race,Course rapide
custom_race.btn.random_battle,Combat rapide

# Main Menu => Editors & Mods

editors_mods.btn.track_editor,Editeur de circuit
editors_mods.btn.car_editor,Editeur auto
editors_mods.btn.mod_manager,Mod Manager

# Main Menu => Mod Manager

mods.section.tracks,Circuits abonnés
mods.section.cars,Auto abonnés
mods.btn.open_workshop,Parcourir Workshop
mods.btn.manage_tracks,Circuits
mods.btn.manage_cars,Autos
mods.btn.reload,Reload Mods
mods.btn.unsubscribe.tip,Retirer
mods.btn.view_online.tip,Voir en ligne

# Leaderboards

leaderboard.time_attack.title,Contre la montre<br>Classement
leaderboard.type,Classement Type
leaderboard.type.friends,Amis
leaderboard.type.global,Global
leaderboard.top100,Top 100
leaderboard.daily_challenge,Challenge quotidien<br>Classement
leaderboard.daily_challenge.time_out,Temps écoulé!
leaderboard.daily_challenge.lap_attempts,Tours tentatives
leaderboard.daily_challenge.ends_in,Se termine dans
leaderboard.daily_challenge.grace_period,Période de grâce
leaderboard.daily_challenge.ended_minutes_ago, Terminé depuis {0:0} minutes
leaderboard.daily_challenge.ended_hours_ago, Terminé depuis {0:0} heures
leaderboard.daily_challenge.ended_days_ago, Terminé depuis {0:0} jours
leaderboard.day,Jour
leaderboard.btn.race_now,Tenter un chrono maintenant!
leaderboard.btn.race_now.tip,Participer pour établir votre chrono personnel sur le circuit choisit
leaderboard.no_score.race_now,Vous n'avez pas encore établit de chrono. Faites le maintenant!
leaderboard.no_steam_connection,La connexion Steam n'est pas disponible.<br><br>Le classement ne fonctionnera pas
leaderboard.btn.time_attack,Contre la montre
leaderboard.time_attack.tip,Classements du meilleur tour du circuit. Utilisez le mode "Circuit Custom" avec "Contre la montre" pour établir votre chrono.
leaderboard.refresh.tip,Rechargez les scores/chrono directement depuis Steam

# Leaderboard Names

leaderboard.max_season,Saison max
leaderboard.max_racer_level,Level pilote max
leaderboard.people_hit,Meilleurs temps pilotes
leaderboard.km_driven,KM parcouru
leaderboard.cash_earned,Cash gagné
leaderboard.xp_gained,XP gagné
leaderboard.podium_finishes,Podium terminé
leaderboard.podium_gold,Podium Or
leaderboard.seasons_won,Saisons gagné
leaderboard.cars_fragged,Autos détruites
leaderboard.tracks_created,Circuits créées
leaderboard.longest_jump,Le plus long saut
leaderboard.meters_jumped,Longueur du saut en mètres
leaderboard.seconds_drifted,Secondes Drifté

# Settings 

# DO NOT TRANSLATE THIS ONE! JUST COPY IT BUT KEEP ENGLISH!
settings.btn.language,Langage

settings.btn.video,Video
settings.btn.visuals,Visuals
settings.btn.gameplay,Gameplay
settings.btn.audio,Audio
settings.btn.input,Input
settings.btn.reset,Reset

# Settings -> Video

settings.video.quality_warning,Cette qualité visuelle pourrait ne pas être optimale pour votre matériel!
settings.video.resolution_warning,Cette résolution pourrait ne pas être optimale pour votre matériel!
settings.video.vsync_tip,If you have frame sutter, disabling VSYNC and setting high FPS limit could help
settings.video.quality,Qualité
settings.video.quality.performance,Performance
settings.video.quality.quality,Qualité
settings.video.resolution,Resolution
settings.video.window_mode,Mode fenétré
settings.video.window_mode.full_screen_exclusive,Plein écran (Exclusif)
settings.video.window_mode.full_screen_window,Plein écran (Fenétré)
settings.video.window_mode.windowed,Fenétré
# Don't translate this one, just copy
settings.video.vsync,VSync
settings.video.vsync.off,Off
settings.video.vsync.on,On (Every Frame)
settings.video.vsync.on_every_2,On (Every 2nd Frame)
settings.video.fps_limit,Limite FPS (images par seconde)
settings.video.particle_density,Densité particule
settings.video.particle_density_tip,Affecte l'épaisseur de la fumée des drifts, route, et poussières
settings.video.btn.set_optimal,Appliquer Optimale
settings.video.btn.set_optimal_tip,Appliquera la résolution et la qualité selon les perfomances de votre PC

# Settings -> Visuals

settings.visuals.ui_scale,Echelle interface
settings.visuals.ui_scale_tip,Redimensionne l'interface
settings.visuals.speed_units,Speed Units
settings.visuals.show_blood,Afficher sang
settings.visuals.show_racer_names,Afficher noms des pilotes
settings.visuals.show_tire_trails,Afficher les traces de pneus
settings.visuals.show_brake_lights,Afficher les feux arrières
settings.visuals.show_clouds,Afficher les nuages
settings.visuals.show_weather_effects,Afficher les effets météo Weather Effects
settings.visuals.show_car_smoke,Afficher la fumée des autos
settings.visuals.show_controls,Afficher les contrôles
settings.visuals.show_in_race_rankings,Afficher le rang en course
settings.visuals.dynamic_backgrounds,Arrière plan dynamique
settings.visuals.dynamic_backgrounds.tip,Pour la campagne et circuit custom
settings.visuals.reduce_particles,Reduit les particules pour la visibilité
settings.visuals.post_processing,Post Processing
settings.visuals.minimap_size,Taille minimap
settings.visuals.minimap_size.off,Off
settings.visuals.minimap_size.regular,Normal
settings.visuals.minimap_size.large,Moyen
settings.visuals.minimap_size.enormous,Grand
settings.visuals.minimap_pos,Position minimap 
settings.visuals.minimap_pos.top_left,En haut-gauche
settings.visuals.minimap_pos.bottom_right,En bas-droite
settings.visuals.minimap_pos.top,En haut
settings.visuals.minimap_pos.right,A droite

# Settings -> Gameplay

settings.gameplay.show_tips,Afficher astuces
# FOR TRANSLATORS: Please translate as "Show Cutscenes (English Only)"
settings.gameplay.show_cutscenes,Afficher cinématiques
settings.gameplay.show_speech_bubbles,Afficher bulles dialogues
settings.gameplay.enable_censorship,Censurer les insultes
settings.gameplay.peds_take_screenshots,Les piétons prennent des photos
settings.gameplay.post_to_discord,Poster sur Discord
settings.gameplay.camera_type,Camera
settings.gameplay.camera_type.fixed_road,Fixe sur route
settings.gameplay.camera_type.fixed_car,Fixe sur auto
settings.gameplay.camera_type.fixed_person,Fixe sur individu
settings.gameplay.camera_type.floating,Flottante
settings.gameplay.camera_zoom,Camera Zoom
settings.gameplay.camera_zoom.near,Proche
settings.gameplay.camera_zoom.medium,Moyen
settings.gameplay.camera_zoom.far,Eloignée
settings.gameplay.speed_autozoom,Vitesse Autozoom
settings.gameplay.speed_autozoom_tip,Zoom automatique selon votre vitesse
settings.gameplay.camera_shake,Vibration caméra
settings.gameplay.camera_shake.full,Max
settings.gameplay.camera_shake.light,Léger
settings.gameplay.camera_shake.off,Off
settings.gameplay.vibration,Vibration
settings.gameplay.run_in_background,Travail en arrière plan
settings.gameplay.auto_lock_mouse,Bloquage auto de la souri
settings.gameplay.auto_lock_mouse_tip,Si vous avez un système multi-écran en multitache, vous souhaiterez peut-être désactiver le bloquage auto de la souri. Requiert un restart.

# Settings -> Audio

settings.audio.master_volume,Master Volume
settings.audio.menu_sounds,Menu son
settings.audio.menu_music,Menu Musique
settings.audio.editor_music,Musique éditeur
settings.audio.race_music,Musique course
settings.audio.car_engine,Son moteur
settings.audio.tire_skid,Son dérapage
settings.audio.crowd_noise,Son de la foule
settings.audio.sound_fx,Son FX
settings.audio.btn.reset_to_defaults,Rétablir par défaut

# Settings -> Reset

settings.reset.btn.full_reset,Tout rétablir
settings.reset.btn.reset_tips,Rétablir astuces

# FOR TRASLATORS: Be very careful to not change text inside brackets (<br>, <size=50%> and such). It is one long line
settings.reset.about,Tout rétablir va:<br><indent=10%><size=70%><br> - effacer toutes campagnes<br> - Bloquer toutes les autos<br> - Quitter le jeu immédiatement<br> <indent=0%><size=100%><br> Tout rétablir ne va pas effacer:<br> <indent=10%><size=70%><br> - Les réussites<br> - Les résultats de classements <br> - Les autos et circuits custom

# Main Menu button tooltips

main_menu.btn.tooltip.homepage,Kodo Linija page d'acceuil
main_menu.btn.tooltip.newsletter,Newsletter développeur
main_menu.btn.tooltip.dev_msg,Message du développeur
main_menu.btn.tooltip.campaign,Mode histoire avec circuits générés aléatoirement. Jouez pour débloquer de nouvelles autos!
main_menu.btn.tooltip.race,Faites une course rapide, un combat d'auto, ou explosez les chronos des autres pilotes en mode Contre la montre!
main_menu.btn.tooltip.editors,Téléchargez des circuits et des autos créées par d'autres pilotes, ou créez et partagez vos propres créations!
main_menu.btn.tooltip.daily_challenge,Rivalisez contre d'autres pilotes chaque jour pour les meilleurs chrono au tour.
main_menu.btn.tooltip.leaderboards,La gloire attend ceux qui se hissent dans le Top 100.
main_menu.btn.tooltip.achievements,Je dois tous les avoir!
main_menu.btn.tooltip.quit.0,Nooon! Ne cliquez pas déjà ici! C'est la dernière option pour une bonne raison ! 
main_menu.btn.tooltip.quit.1,Attendez s'il vous plait, pouvons nous en discuter?
main_menu.btn.tooltip.quit.2,Aller, encore un petit tour?
main_menu.btn.tooltip.quit.3,Vous êtes sûr? Certaines choses peuvent attendre...
main_menu.btn.tooltip.quit.4,A chaque fois que vous cliquez ce bouton, un lutin coupe un fil dans votre auto. Ce n'est pas une blague! 
main_menu.btn.tooltip.quit.5,Si vous cliquez ici, SOFACT vous pardonneront. Mais ils n'oublieront jamais!
main_menu.btn.tooltip.quit.6,Cliquez ici pour l'autodestruction de votre ordinateur dans 5 secondes.
main_menu.btn.tooltip.quit.7,Pourquoi sélectionner ce bouton? Il y en a tellement d'autres! 
main_menu.btn.tooltip.quit.8,Nous avons prit votre chat en otage. Si vous cliquez ce bouton, nous le nourrirons de lasagnes.
main_menu.btn.tooltip.quit.9,Vous êtes sérieux? Vous avez une vie!? 

# About

about.btn.credits,Credits
about.btn.how_to_play,Comment jouer
about.btn.newsletter,Newsletter
about.btn.version,Version
about.btn.privacy,Confidentialité

# Version Check

version.updates_available,Mise-à-jour disponible
version.loading_now,Tentative de chargement du changelog depuis l'URL:<br>{0}
version.up_to_date,A jour
version.latest,Dernière Version: {0}
version.current,Cette Version: {0}
version.check_failed,Ne parvient pas à trouver des mises-à-jour
version.check_failed_details,Ne parvient pas à obtenir l'information de version du changelog.<br><br>Pas de connexion réseau, application sous firewall, ou serveur hors ligne.<br><br>URL:<br>{0}<br><br>Details erreur:<br>{1}
version.changelog_download_fail,Il y a une nouvelle version.<br><br>Cependant le téléchargement du changelog a échoué.<br><br>URL:<br>{0}<br><br>Details erreur:<br>{1}
version.no_changes,Pas de modifications ou changelog pas mis-à-jour:
version.new_changes,Nouvelles modifications: {0}

################################################################################

# Campaign
campaign.play_time,Temps joué: {0}

# Add Racer Menu

new_racer.title,Enregistrer nouveau pilote
new_racer.edit_title,Editer profil pilote
new_racer.racer_name,Nom pilote
new_racer.your_name,Votre nom
new_racer.voice_pitch,Ton de la voix
new_racer.controlled_by,Controlé par
new_racer.ai_skill,Compétence IA
new_racer.choose_avatar,Choisir Avatar
new_racer.voice.low,{0:0}% Bas
new_racer.voice.high,{0:0}% Haut
new_racer.voice.mid,Moyen
new_racer.register,Inscrire
new_racer.dialogue.name_required,Un nom est requis!
new_racer.dialogue.name_taken,Ce nom {0} est déjà utilisé par un autre pilote!
new_racer.dialogue.confirm_remove,Etes-vous sûr de vouloir retirer {0}?

# Select Avatar Menu

select_avatar.title,Selectionner Avatar

# Racer List Menu

season_lineup.title,Formation saison
season_lineup.begin_season,Commencer la saison

# Generation Notice

gen.generating,Patienter...<br>Création
gen.loading,Patienter...<br>Chargement

# Campaign Dashboard

dash.garage,Garage
dash.no_car_warning,Vous n'avez pas d'auto!
dash.btn.buy_car,Acheter une auto
dash.end_campaign,Terminer Campagne
dash.end_season,Terminer saison
dash.end_season.tip,Passer à la saison suivante
dash.advance_week,Passer
dash.advance_week.tip,Passer à la semaine suivante
dash.view_season,Voir saison
dash.view_season.tip,Afficher résultats saison/semaine 
dash.press_x_to_select,Appuyer {0} pour sélectionner
dash.flip_track_card.tip,Retourner la carte circuit
dash.btn.walk_on_foot,Jouer piéton
dash.btn.walk_on_foot.tip,Participer à la course comme piéton (dangereux!)
dash.btn.save_track.tip,Sauver le circuit pour une utilisation en mode Circuit custom ou Editeur de circuit
dash.btn.regenerate.tip,Va générer un circuit aléatoirement, si vous n'aimez pas celui proposé actuellement
# Verb
dash.btn.do_race,C'est parti!
dash.btn.do_retry,Ressayer
dash.give_5k,Donne $5000

# Keep short - abbreviate if necessary
dash.stage01,Etape 01
dash.stage02,Etape 02
dash.stage03,Etape 03
dash.stage04,Etape 04
dash.stage05,Etape 05

# Keep short - abbreviate if necessary
dash.week1,Semaine 1
dash.week2,Semaine 2
dash.week3,Semaine 3
dash.week4,Semaine 4
dash.week5,Semaine 5
dash.week6,Semaine 6
dash.week7,Semaine 7

dash.stage_rewards,Récompense étape
dash.season_rewards,Récompense saison
dash.next_season,Prochaine saison
dash.game_over,Game Over
dash.buy_freedom,Acheter votre liberté<br><size=75%>${0}</size>
dash.players,Joueur
# It will be in a button, so could be just "All"
dash.all_racers,Tous pilotes

dash.maxed_out,Maximisé
dash.req_lvl_short,Level requis: {0}

dash.tip.add_1_lap,Ajouter 1 tour
dash.tip.add_5_laps,Ajouter 5 tours
dash.tip.reduce_1_lap,Reduire de 1 tour
dash.tip.reduce_5_laps,Reduire de 5 tours

dash.tip.workshop_item,Objet du Workshop
dash.tip.rand_time_attack,Session contre la montre aléatoire
dash.tip.rand_race,Course rapide dans un environnement généré aléatoirement 
dash.tip.rand_battle,Combat d'auto avec concurrents IA dans un environnement généré aléatoirement
dash.tip.mark_tips_unseen,Marquer toutes les astuces comme non lus
dash.tip.campaign_name_entry,SVP utilisez le clavier ou le bouton aléatoire ci-dessus
dash.tip.cloud_shadows_visible,L'ombre des nuages sera toujours visible
dash.tip.not_affect_split_minimap,Cette option n'affecte pas la minimal en écran partagé
dash.tip.censorship,Affichera #%$! au lieu de mots à caractère offensifs
dash.tip.discord_post,Postez votre score de Classement et mods téléchargé sur BRS Discord officiel
dash.tip.upgrade_available,Amélioration Disponible!
dash.tip.voice_pitch_slider,Ajuster les cinématiques avec le ton de la voix
dash.tip.file_on_computer,Choisissez un ficher sur votre oridinateur
dash.tip.player_num,Joueur {0}
dash.tip.ai_skill,Compétence IA: {0:0}%
dash.tip.car_sprites_white,Quand vous éditez des sprites, gardez la carrosserie blanche. Les peintures sont indépendantes de la voiture.
dash.tip.upload_car,Téléchargez sur le Workshop Steam. Assurez-vous d'avoir paramétré correctement la vitesse max avant le téléchargement!
dash.tip.reload_car,Utilisez ceci après avoir changer les sprites du véhicle hors jeu.
dash.tip.speed_index,Référence pour une rapidité relative
dash.tip.leaderboard_eligible,Ce circuit est éligible pour le Classement
dash.tip.ghost_replay_available,Ghost Replay est disponible
dash.tip.add_racer_btn,Ajouter un nouveau pilote (Humain ou IA)
dash.tip.show_track_leaderboards,Afficher Classements circuit
dash.tip.new_race_session,Commencer une nouvelle session de course
dash.tip.race_weapons,Ajoutera des armes le long du circuit
dash.tip.0_racers,Retirer tous les pilotes excepté le joueur
dash.tip.add_1_rnd_racer,Ajouter 1 pilote aléatoire
dash.tip.add_10_rnd_racers,Ajouter 10 pilotes aléatoire
dash.tip.rnd_gen_btn,Va générer un tracé circuit aléatoirement

# Custom Race Dash

dash.set_for_everyone,Appliquer à tous
dash.car,Auto
dash.racers,Pilotes
dash.search_for_track,Chercher circuits
dash.randomize_prompt,Cliquez "Générer"<br>pour randomiser certains circuits
dash.race_options,Options Course
dash.race_mode,Mode Course
dash.demo_mode,Mode Demo
dash.demo_mode.tip,L'IA conduira à la place du joueur
dash.opponent_skill,Compétence concurrent
dash.start_race,Commencer Course
dash.race_in_x,Course dans {0}
dash.battle_in_x,Combat dans {0}
dash.time_attack_in_x,Contre la montre dans {0}
dash.x_to_select,{0} pour sélectionner
dash.add_player,Ajouter joueur
dash.tracks_full_screen.tip,Basculer en vue plein écran

# Rewards

rew.car_unlock,Auto débloquée: {0}
rew.total_pts,Points Total
rew.dmg_taken,Dégâts prit
rew.dmg_given,Dégâts infligés
rew.unused_nitro,Nitro non utilisé
rew.corner_cut,Virage/angle coupé
rew.good_photos,Qualité des photos prises
rew.close_calls,Actions risquées
rew.survival_bonus,Bonus survie
rew.place,{0} Place
rew.dnf,DNF
rew.pts,{0} pts
rew.ch.unknown,Challenge inconnu
rew.ch.success,SUCCESS: {0}
rew.ch.fail,ECHEC: {0}
rew.lethal,Accidents mortels
rew.most_lethal,Accidents les plus mortels
rew.frags,Frags
rew.jumps,Sauts sur rampes
rew.longest_jump,Saut le plus long
rew.drifts,Drifts
# Personal
rew.longest_drift,Drift le plus long
rew.most_drifts,Tous les Drifts
# Among everyone
rew.most_longest_drift,Le plus long Drift
rew.level_up,Level Up
rew.aero_up,Aero - Amélioration débloquée
rew.engine_up,Moteur - Amélioration débloquée
rew.turbo_up,Turbo - Amélioration débloquée
rew.gears_up,Transmission - Amélioration débloquée
rew.grip_up,Adhérence - Amélioration débloquée
rew.level_x,Level {0}
rew.paint_jobs,Nouvelles peintures débloquées

# Car Stats

# Keep these very short! Max 10 characters!
car.stat.speed_idx,Speed Idx
car.stat.top_speed,Top Speed
car.stat.power,Puissance
car.stat.mass,Masse
car.stat.health,Pts de vie
car.stat.steering,Direction
car.stat.grip,Adhérence
car.stat.shift_time,Shift Time

# Car Upgrades

# Short version
car.upgrade.engine,moteur
car.upgrade.turbo,Turbo
car.upgrade.gears,Vitesses
car.upgrade.aero,Aero
car.upgrade.grip,Pneus

car.upgrade.engine.title,Engine - Amélioration
car.upgrade.turbo.title,Turbo - Amélioration
car.upgrade.gears.title,Transmission - Amélioration
car.upgrade.aero.title,Aerodynamique - Amélioration
car.upgrade.grip.title,Adhérence & manoeuvrabilité - Amélioration

car.upgrade.engine.tip,Ajoute de la puissance brut à votre moteur
car.upgrade.turbo.tip,Le boost turbo sera plus efficace 
car.upgrade.gears.tip,Reduit le temps de passage de vitesse
car.upgrade.aero.tip,Améliore la vitesse max et l'adhérence
car.upgrade.grip.tip,Améliore l'adhérence et la manoeuvrabilité

# Racer Profile

racer.last_races,Dernière Courses
racer.no_data,Pas de données
racer.level,Level pilote
racer.races_attempted,Tentatives Courses
racer.races_won,Courses gagnées
racer.peds_hit,Piétons heurtés
racer.times_drifted,Temps drifté

racer.title.rookie,Débutant
racer.title.semi_pro,Semi Pro
racer.title.pro,Professionnel
racer.title.veteran,Vétéran
racer.title.master,Maître
racer.title.grand_master,Grand Maître
racer.title.legend,Legendaire
racer.title.epic,Epique

# Car Paint

paint.main_color,Couleur principale
paint.layer1,Peinture couche 1
paint.layer2,Peinture couche 2
paint.select_pattern,Sélection motif
paint.change_color,Changer couleur
paint.rotate_left,Tourner à gauche
paint.rotate_right,Tourner à droite
paint.zoom_out,Zoom -
paint.zoom_in,Zoom +
paint.reduce_opacity,Reduire opacité
paint.increase_opacity,Augmenter opacity
paint.move,Bouger
paint.remove_paint_layer,Retirer couche
paint.open_custom_folder,Ouvrir fichier local pour peinture custom

# Pedestrian Mode

ped.close_calls,Actions risquées
ped.photos,Photos
ped.good_photos,Bonnes Photos
ped.earned_cash,Cash gagné

# Race mode

race.paused.by,En pause par {0}
race.you_have_a_challenge,Vous avez un Challenge
race.btn.exit,Quitter Course
race.btn.exit_desktop,Quitter sur le bureau
race.btn.restart,Recommencer
race.btn.photo_mode,Mode Photo
race.btn.speed_up,Plus vite
race.btn.end,Terminer Course
race.finished,Course finie
race.waiting,En attente ({0:0}s)

# Battle mode

battle.finished,Combat terminé

# Input Actions

act.UIHorizontal,Navigation Horizontale
act.UIVertical,Navigation Verticale
act.UISubmit,Envoyé
act.UICancel,Annulé
act.ShowTutorial,Afficher astuce
act.UICycleNext,Suivante
act.UICyclePrev,Précédente
act.UIPlayerNext,Joueur suivant
act.UIPlayerPrev,Joueur précédent

act.Steer,Direction
act.Accelerate,Accelerer
act.Brake,Freiner
act.Pause,Pause
act.Camera,Basculer Camera
act.Handbrake,Frein à main
act.ResetCar,Réinitialiser Auto
act.Zoom,Basculer Zoom
act.Nitro,Nitro
act.Fire,Tirer avec arme
act.DropWeapon,Lacher arme

act.EditorZoom,Zoom
act.RotateObject,Tourner Objet
act.HorizontalPan,Déplacement Horizontal
act.VerticalPan,Déplacement  Vertical
act.PlaceObject,Placer Objet
act.CancelAction,Annuler Action
act.Undo,Annuler
act.Redo,Refaire
act.CopyModifier,Copie Modificateur
act.DeleteModifier,Effacer Modificateur

act.Walk,Marche
act.Turn,Tourne
act.Take Photo,prendre photo
act.Wave,Saluer
act.FastForward,Avance rapide
act.PedZoom,Zoom
act.PedPause,Pause

act.MoveHorizontal,Déplacement Horizontal
act.MoveVertical,Déplacement Vertical
act.PhotoZoom,Zoom
act.Rotate,Rotation
act.PhotoModePhoto,Prendre Photo
act.ToggleTime,Basculer temps
act.ControlTimeScale,Echele de temps
act.ToggleUI,Basculer Interface
act.ExitPhotoMode,Quitter Mode Photo
act.AdjustMotionSpeed,Vitesse Mouvement

