######################################
# Bloody Rally Show translations file
# Locale: English
# Author: Tomas Varaneckas
# Contact: tomas@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
leaderboard.no_score.race_now,Você ainda não definiu uma pontuação. Corra agora para acertar!
leaderboard.no_steam_connection,A conexão do vapor não está disponível <br><br> Os placares não funcionarão
leaderboard.btn.time_attack,Contra o tempo
leaderboard.time_attack.tip,Acompanhe os placares de tempo das voltas. Use "Custom Race" com o modo "Time Attack" para definir o seu.
leaderboard.refresh.tip,Recarregar pontuações diretamente do Steam

# Leaderboard Names

leaderboard.max_season,Época Máxima
leaderboard.max_racer_level,Nível Max Racer
leaderboard.people_hit,Pessoas atingidas
leaderboard.km_driven,KM Driven
leaderboard.cash_earned,Dinheiro ganho
leaderboard.xp_gained,XP ganho
leaderboard.podium_finishes,Acabamentos de pódio
leaderboard.podium_gold,Podium Gold
leaderboard.seasons_won,Estações vencidas
leaderboard.cars_fragged,Carros Fragged
leaderboard.tracks_created,Faixas criadas
leaderboard.longest_jump,Salto mais longo
leaderboard.meters_jumped,Metros saltados
leaderboard.seconds_drifted,Segundos à deriva

# Settings

# DO NOT TRANSLATE THIS ONE! JUST COPY IT BUT KEEP ENGLISH!
settings.btn.language,Language

settings.btn.video,Vídeo
settings.btn.visuals,Visuals
settings.btn.gameplay,Jogabilidade
settings.btn.audio,Áudio
settings.btn.input,Entrada
settings.btn.reset,Redefinir

# Settings -> Video

settings.video.quality_warning,Esse nível de qualidade pode não ser o ideal para o seu hardware!
settings.video.resolution_warning,Esta resolução pode não ser ideal para o seu hardware!
settings.video.vsync_tip,Se você tiver uma interrupção do quadro, desabilitar o VSYNC e definir um limite alto de FPS pode ajudar
settings.video.quality,Qualidade
settings.video.quality.performance,atuação
settings.video.quality.quality,Qualidade
settings.video.resolution,Resolução
settings.video.window_mode,Modo janela
settings.video.window_mode.full_screen_exclusive,Tela inteira (exclusivo)
settings.video.window_mode.full_screen_window,Tela inteira (janela)
settings.video.window_mode.windowed,Windowed
# Don't translate this one, just copy
settings.video.vsync,VSync
settings.video.vsync.off,Fora
settings.video.vsync.on,Ativado (todos os quadros)
settings.video.vsync.on_every_2,Ativado (a cada 2 quadros)
settings.video.fps_limit,Limite de FPS
settings.video.particle_density,Densidade de partículas
settings.video.particle_density_tip,Afetará a espessura da fumaça de deriva, poeira de estradas e neve
settings.video.btn.set_optimal,Definir ótimo
settings.video.btn.set_optimal_tip,Definirá o nível de resolução e qualidade recomendado para o seu hardware

# Settings -> Visuals

settings.visuals.ui_scale,Escala da interface do usuário
settings.visuals.ui_scale_tip,Revalorizará a interface do usuário
settings.visuals.speed_units,Unidades de velocidade
settings.visuals.show_blood,Mostrar sangue
settings.visuals.show_racer_names,Mostrar nomes de corredores
settings.visuals.show_tire_trails,Mostrar trilhas de pneus
settings.visuals.show_brake_lights,Mostrar luzes de freio
settings.visuals.show_clouds,Mostrar nuvens
settings.visuals.show_weather_effects,Mostrar efeitos climáticos
settings.visuals.show_car_smoke,Mostrar fumaça de carro
settings.visuals.show_controls,Mostrar controles
settings.visuals.show_in_race_rankings,Mostrar classificações na corrida
settings.visuals.dynamic_backgrounds,Fundos dinâmicos
settings.visuals.dynamic_backgrounds.tip,Para campanha e corrida personalizada
settings.visuals.reduce_particles,Reduzir partículas para visibilidade
settings.visuals.post_processing,Pós-processamento
settings.visuals.minimap_size,Tamanho do Minimapa
settings.visuals.minimap_size.off,Fora
settings.visuals.minimap_size.regular,Regular
settings.visuals.minimap_size.large,ampla
settings.visuals.minimap_size.enormous,Enorme
settings.visuals.minimap_pos,Posição do Minimapa
settings.visuals.minimap_pos.top_left,Superior esquerdo
settings.visuals.minimap_pos.bottom_right,Canto inferior direito
settings.visuals.minimap_pos.top,Topo
settings.visuals.minimap_pos.right,Direita

# Settings -> Gameplay

settings.gameplay.show_tips,Mostre as dicas
# FOR TRANSLATORS: Please translate as "Show Cutscenes (English Only)"
settings.gameplay.show_cutscenes,Mostrar cenas
settings.gameplay.show_speech_bubbles,Mostrar balões de fala
settings.gameplay.enable_censorship,Palavras de insulto do censor
settings.gameplay.peds_take_screenshots,Pedestres tirar screenshots
settings.gameplay.post_to_discord,Publicar na discórdia
settings.gameplay.camera_type,Câmera
settings.gameplay.camera_type.fixed_road,Estrada fixa
settings.gameplay.camera_type.fixed_car,Carro Fixo
settings.gameplay.camera_type.fixed_person,Pessoa Fixa
settings.gameplay.camera_type.floating,Flutuando
settings.gameplay.camera_zoom,Zoom da câmera
settings.gameplay.camera_zoom.near,Perto
settings.gameplay.camera_zoom.medium,Médio
settings.gameplay.camera_zoom.far,Longe
settings.gameplay.speed_autozoom,Speed Autozoom
settings.gameplay.speed_autozoom_tip,Zoom automaticamente dependendo da velocidade do seu carro
settings.gameplay.camera_shake,Vibração da câmera
settings.gameplay.camera_shake.full,Cheio
settings.gameplay.camera_shake.light,Leve
settings.gameplay.camera_shake.off,Fora
settings.gameplay.vibration,Vibração
settings.gameplay.run_in_background,Executado em segundo plano
settings.gameplay.auto_lock_mouse,Auto Lock Mouse
settings.gameplay.auto_lock_mouse_tip,Se você possui uma configuração para vários monitores e gosta de realizar várias tarefas, desabilite o bloqueio do mouse. Depois de mudar isso, o jogo requer reinicialização.

# Settings -> Audio

settings.audio.master_volume,Volume principal
settings.audio.menu_sounds,Menu Sons
settings.audio.menu_music,Menu Música
settings.audio.editor_music,Editor de música
settings.audio.race_music,Race Music
settings.audio.car_engine,Motor do carro
settings.audio.tire_skid,Patim do pneu
settings.audio.crowd_noise,Ruído da multidão
settings.audio.sound_fx,Sound FX
settings.audio.btn.reset_to_defaults,Redefinir para padrões

# Settings -> Reset

settings.reset.btn.full_reset,Redefinição completa
settings.reset.btn.reset_tips,Redefinir dicas

# FOR TRASLATORS: Be very careful to not change text inside brackets (<br>, <size=50%> and such). It is one long line
settings.reset.about,A redefinição completa: <br><indent=10%><size=70%><br> - Excluir todas as campanhas <br> - Bloquear todos os carros <br> - Saia do jogo imediatamente <br><indent=0%><size=100%><br> A redefinição completa não excluirá: <br><indent=10%><size=70%><br> - Realizações <br> - Entradas da tabela de classificação <br> - Carros e trilhas personalizados

# Main Menu button tooltips

main_menu.btn.tooltip.homepage,Página inicial de Kodo Linija
main_menu.btn.tooltip.newsletter,Boletim do desenvolvedor
main_menu.btn.tooltip.dev_msg,Uma mensagem do desenvolvedor
main_menu.btn.tooltip.campaign,Modo de história com faixas geradas aleatoriamente. Jogue para desbloquear carros novos!
main_menu.btn.tooltip.race,Faça uma corrida rápida, batalha de carros ou vença os tempos de volta de outros pilotos no modo Time Attack
main_menu.btn.tooltip.editors,Faça o download de faixas e carros fabricados por outros jogadores ou crie e compartilhe
main_menu.btn.tooltip.daily_challenge,Competir com outros jogadores para obter os melhores tempos diários
main_menu.btn.tooltip.leaderboards,Glória espera por quem chega ao Top 100
main_menu.btn.tooltip.achievements,Tenho que pegar todos eles
main_menu.btn.tooltip.quit.0,Nããão! Não clique neste ainda! É a última opção da lista por um motivo!
main_menu.btn.tooltip.quit.1,Por favor, espere, podemos discutir isso!
main_menu.btn.tooltip.quit.2,Talvez mais uma corrida?
main_menu.btn.tooltip.quit.3,Você tem certeza? Outras coisas podem esperar ...
main_menu.btn.tooltip.quit.4,Toda vez que você clica nesse botão, um gnomo corta um fio aleatório no seu carro. Nós não estamos brincando!
main_menu.btn.tooltip.quit.5,Se você clicar aqui, SOFACT perdoará. Mas eles nunca esquecerão.
main_menu.btn.tooltip.quit.6,Clique aqui para autodestruir o seu computador em 5 segundos.
main_menu.btn.tooltip.quit.7,Por que você selecionou este botão? Existem tantos outros botões!
main_menu.btn.tooltip.quit.8,Estamos mantendo seu gato refém. Se você clicar neste botão, alimentaremos sua lasanha!
main_menu.btn.tooltip.quit.9,Você está falando sério? Você tem uma vida?

# About

about.btn.credits,Créditos
about.btn.how_to_play,Como jogar
about.btn.newsletter,Boletim de Notícias
about.btn.version,Versão
about.btn.privacy,Privacidade

# Version Check

version.updates_available,Atualizações disponíveis
version.loading_now,Tentando carregar o log de alterações do URL: <br> {0}
version.up_to_date,Atualizado
version.latest,Versão mais recente: {0}
version.current,Esta versão: {0}
version.check_failed,Não foi possível verificar se há atualizações
version.check_failed_details,Não foi possível obter informações da versão ou registro de alterações. <br><br> Não há conexão de rede, o aplicativo está com firewall ou o servidor está inoperante. <br><br> URL: <br> {0} <br><br> Detalhes do erro: <br> {1}
version.changelog_download_fail,Existe uma versão mais recente. <br><br> No entanto, o download do changelog falhou. <br><br> URL: <br> {0} <br><br> Detalhes do erro: <br> {1}
version.no_changes,Nenhuma nova alteração ou registro de alterações não foi atualizado:
version.new_changes,Novas alterações: {0}

################################################################################

# Campaign
campaign.play_time,Tempo de reprodução: {0}

# Add Racer Menu

new_racer.title,Registrar novo Racer
new_racer.edit_title,Editar perfil do piloto
new_racer.racer_name,Nome do corredor
new_racer.your_name,Seu nome
new_racer.voice_pitch,Tom de voz
new_racer.controlled_by,Controlado por
new_racer.ai_skill,Habilidade AI
new_racer.choose_avatar,Escolha Avatar
new_racer.voice.low,{0:0}% baixo
new_racer.voice.high,{0:0}% alto
new_racer.voice.mid,Meados
new_racer.register,Registro
new_racer.dialogue.name_required,Nome é obrigatório!
new_racer.dialogue.name_taken,O nome {0} já está sendo usado por outro piloto!
new_racer.dialogue.confirm_remove,Tem certeza de que deseja remover {0}?

# Select Avatar Menu

select_avatar.title,Selecionar Avatar

# Racer List Menu

season_lineup.title,Programação da Temporada
season_lineup.begin_season,Iniciar temporada

# Generation Notice

gen.generating,Aguente... <br> Gerando
gen.loading,Aguente... <br> Carregando

# Campaign Dashboard

dash.garage,Garagem
dash.no_car_warning,Você não tem carro!
dash.btn.buy_car,Compre um carro
dash.end_campaign,Finalizar campanha
dash.end_season,Temporada Final
dash.end_season.tip,Avançar para a próxima temporada
dash.advance_week,Avançar
dash.advance_week.tip,Avançar para a próxima semana
dash.view_season,Ver Temporada
dash.view_season.tip,Alternar resultados da temporada / semana
dash.press_x_to_select,Pressione {0} para selecionar
dash.flip_track_card.tip,Virar o cartão da trilha
dash.btn.walk_on_foot,Andar a pé
dash.btn.walk_on_foot.tip,Participe da corrida como pedestre (perigoso!)
dash.btn.save_track.tip,Salve a trilha para uso em Custom Races ou Track Editor
dash.btn.regenerate.tip,Regenera a faixa, se você não gostar da atual
# Verb
dash.btn.do_race,Corrida
dash.btn.do_retry,Repetir
dash.give_5k,Dê $ 5000

# Keep short - abbreviate if necessary
dash.stage01,Estágio 01
dash.stage02,Etapa 02
dash.stage03,Etapa 03
dash.stage04,Etapa 04
dash.stage05,Etapa 05

# Keep short - abbreviate if necessary
dash.week1,Semana 1
dash.week2,Semana 2
dash.week3,Semana 3
dash.week4,Semana 4
dash.week5,Semana 5
dash.week6,Semana 6
dash.week7,Semana 7

dash.stage_rewards,Recompensas de palco
dash.season_rewards,Recompensas da Temporada
dash.next_season,Próxima temporada
dash.game_over,Fim de jogo
dash.buy_freedom,Compre Freedom <br><size=75%> $ {0} </size>
dash.players,Jogadoras
# It will be in a button, so could be just "All"
dash.all_racers,All Racers

dash.maxed_out,Maxed Out
dash.req_lvl_short,Req lvl: {0}

dash.tip.add_1_lap,Adicione 1 volta
dash.tip.add_5_laps,Adicione 5 voltas
dash.tip.reduce_1_lap,Reduzir em 1 volta
dash.tip.reduce_5_laps,Reduza em 5 voltas

dash.tip.workshop_item,Item da oficina
dash.tip.rand_time_attack,Sessão Random Time Attack
dash.tip.rand_race,Corrida rápida aleatória em local único processualmente gerado
dash.tip.rand_battle,Batalha aleatória de carros com oponentes de IA em local processualmente gerado
dash.tip.mark_tips_unseen,Marcará todas as dicas como invisíveis
dash.tip.campaign_name_entry,Por favor, use o teclado ou o botão Randomizar acima
dash.tip.cloud_shadows_visible,As sombras da nuvem ainda estarão visíveis
dash.tip.not_affect_split_minimap,Essa configuração não afeta o minimapa na tela dividida
dash.tip.censorship,Mostrará #% $! em vez de palavras potencialmente ofensivas
dash.tip.discord_post,Poste suas pontuações na tabela de classificação e mods enviados para o BRS Official Discord
dash.tip.upgrade_available,Atualização disponível!
dash.tip.voice_pitch_slider,Ajusta o tom da voz do diálogo cutscene
dash.tip.file_on_computer,Escolha um arquivo no seu computador
dash.tip.player_num,Jogador {0}
dash.tip.ai_skill,Habilidade da IA: {0:0}%
dash.tip.car_sprites_white,Ao editar sprites, mantenha o corpo do carro branco. Trabalhos de pintura são independentes de carro.
dash.tip.upload_car,Carregar no Steam Workshop. Certifique-se de ter definido a velocidade máxima correta nos parâmetros antes de fazer o upload!
dash.tip.reload_car,Use isso depois de alterar sprites de carros fora do jogo
dash.tip.speed_index,Referência para rapidez relativa
dash.tip.leaderboard_eligible,Esta faixa é elegível para ter classificações
dash.tip.ghost_replay_available,Ghost Replay está disponível
dash.tip.add_racer_btn,Adicionar novo piloto (humano ou AI)
dash.tip.show_track_leaderboards,Mostrar classificações de faixas
dash.tip.new_race_session,Iniciar uma nova sessão de corrida
dash.tip.race_weapons,Adicionará zonas de armas ao longo da pista
dash.tip.0_racers,Remova todos os pilotos, exceto o Player
dash.tip.add_1_rnd_racer,Adicione 1 piloto aleatório
dash.tip.add_10_rnd_racers,Adicione 10 pilotos aleatórios
dash.tip.rnd_gen_btn,Gerará uma pista de corrida aleatória

# Custom Race Dash

dash.set_for_everyone,Definido para todos
dash.car,Carro
dash.racers,Racers
dash.search_for_track,Pesquisar faixa
dash.randomize_prompt,Clique em "Gerar" <br> Para randomizar algumas faixas
dash.race_options,Opções de corrida
dash.race_mode,Modo Corrida
dash.demo_mode,Modo de demonstração
dash.demo_mode.tip,AI irá dirigir em vez de jogador
dash.opponent_skill,Habilidade do Oponente
dash.start_race,Iniciar corrida
dash.race_in_x,Corrida em {0}
dash.battle_in_x,Batalha em {0}
dash.time_attack_in_x,Time Attack em {0}
dash.x_to_select,{0} para selecionar
dash.add_player,Adicionar jogador
dash.tracks_full_screen.tip,Alternar visualização em tela cheia

# Rewards

rew.car_unlock,Carro desbloqueado: {0}
rew.total_pts,Total de pontos
rew.dmg_taken,Dano recebido
rew.dmg_given,Dano causado
rew.unused_nitro,Nitro não utilizado
rew.corner_cut,Corte de canto
rew.good_photos,Fotos de qualidade tiradas
rew.close_calls,Fechar chamadas
rew.survival_bonus,Bônus de Sobrevivência
rew.place,{0} Local
rew.dnf,DNF
rew.pts,{0} pts
rew.ch.unknown,Desafio desconhecido
rew.ch.success,SUCESSO: {0}
rew.ch.fail,FALHA: {0}
rew.lethal,Acidentes letais
rew.most_lethal,A maioria dos acidentes letais
rew.frags,Frags
rew.jumps,Ramp Jumps
rew.longest_jump,Salto mais longo
rew.drifts,Desvios
# Personal
rew.longest_drift,Tração mais longa
rew.most_drifts,A maioria dos desvios
# Among everyone
rew.most_longest_drift,Desvio mais longo
rew.level_up,Subir de nível
rew.aero_up,Atualização do Aero desbloqueada
rew.engine_up,Atualização do mecanismo desbloqueada
rew.turbo_up,Atualização do Turbo desbloqueada
rew.gears_up,Atualização de transmissão desbloqueada
rew.grip_up,Atualização de aderência desbloqueada
rew.level_x,Nível {0}
rew.paint_jobs,Novos trabalhos de pintura desbloqueados

# Car Stats

# Keep these very short! Max 10 characters!
car.stat.speed_idx,Speed Idx
car.stat.top_speed,Velocidade máxima
car.stat.power,Poder
car.stat.mass,Massa
car.stat.health,Saúde
car.stat.steering,Direção
car.stat.grip,Firmeza
car.stat.shift_time,Tempo de mudança

# Car Upgrades

# Short version
car.upgrade.engine,Motor
car.upgrade.turbo,Turbo
car.upgrade.gears,Engrenagens
car.upgrade.aero,Aero
car.upgrade.grip,Pneus

car.upgrade.engine.title,Atualização do mecanismo
car.upgrade.turbo.title,Atualização do turbocompressor
car.upgrade.gears.title,Atualização de transmissão
car.upgrade.aero.title,Atualização em aerodinâmica
car.upgrade.grip.title,Atualização da aderência e manuseio

car.upgrade.engine.tip,Adiciona energia bruta ao seu mecanismo
car.upgrade.turbo.tip,Torna a velocidade aumentada mais eficaz
car.upgrade.gears.tip,Reduz o tempo de troca de marchas
car.upgrade.aero.tip,Melhora a velocidade e aderência máximas
car.upgrade.grip.tip,Melhora a aderência e o manuseio

# Racer Profile

racer.last_races,Últimas corridas
racer.no_data,Sem dados
racer.level,Nível do corredor
racer.races_attempted,Corridas Tentadas
racer.races_won,Corridas vencidas
racer.peds_hit,Pedestres atingidos
racer.times_drifted,Times Drifted

racer.title.rookie,Novato
racer.title.semi_pro,Semi-profissional
racer.title.pro,Profissional
racer.title.veteran,Veterano
racer.title.master,mestre
racer.title.grand_master,Grão-mestre
racer.title.legend,Lendário
racer.title.epic,Épico

# Car Paint

paint.main_color,Cor Principal
paint.layer1,Camada de tinta 1
paint.layer2,Camada de tinta 2
paint.select_pattern,Selecionar Padrão
paint.change_color,Mudar cor
paint.rotate_left,Vire à esquerda
paint.rotate_right,Vire à direita
paint.zoom_out,Reduzir o zoom
paint.zoom_in,Mais Zoom
paint.reduce_opacity,Reduza a opacidade
paint.increase_opacity,Aumentar a opacidade
paint.move,Mover
paint.remove_paint_layer,Remover camada de tinta
paint.open_custom_folder,Pasta Open OS para trabalhos de pintura personalizados

# Pedestrian Mode

ped.close_calls,Fechar chamadas
ped.photos,Fotos
ped.good_photos,Boas fotos
ped.earned_cash,Dinheiro ganho

# Race mode

race.paused.by,Pausado por {0}
race.you_have_a_challenge,Você tem um desafio
race.btn.exit,Corrida de saída
race.btn.exit_desktop,Sair para a área de trabalho
race.btn.restart,Reiniciar
race.btn.photo_mode,Modo Foto
race.btn.speed_up,Acelerar
race.btn.end,Corrida Final
race.finished,Corrida terminada
race.waiting,Aguardando ({0:0} s)

# Battle mode

battle.finished,Batalha Completa

# Input Actions

act.UIHorizontal,Navegação Horizontal
act.UIVertical,Navegação vertical
act.UISubmit,Enviar
act.UICancel,Cancelar
act.ShowTutorial,Mostrar dica
act.UICycleNext,Ciclo seguinte
act.UICyclePrev,Ciclo Anterior
act.UIPlayerNext,Próximo jogador
act.UIPlayerPrev,Jogador anterior

act.Steer,Dirigir
act.Accelerate,Acelerar
act.Brake,Freio
act.Pause,Pausa
act.Camera,Alternar câmera
act.Handbrake,Travão de mão
act.ResetCar,Redefinir carro
act.Zoom,Alternar zoom
act.Nitro,Nitro
act.Fire,Arma de fogo
act.DropWeapon,Soltar Arma

act.EditorZoom,Ampliação
act.RotateObject,Rodar Objeto
act.HorizontalPan,Pan Horizontal
act.VerticalPan,Panela Vertical
act.PlaceObject,Colocar Objeto
act.CancelAction,Cancelar ação
act.Undo,Desfazer
act.Redo,pronto
act.CopyModifier,Copiar Editar
act.DeleteModifier,Excluir edição

act.Walk,Andar
act.Turn,Virar
act.Take Photo,Tirar fotos
act.Wave,Onda
act.FastForward,Avanço rápido
act.PedZoom,Ampliação
act.PedPause,Pausa

act.MoveHorizontal,Mover na horizontal
act.MoveVertical,Mover vertical
act.PhotoZoom,Ampliação
act.Rotate,Rodar
act.PhotoModePhoto,Tirar fotos
act.ToggleTime,Alternar Tempo
act.ControlTimeScale,Escala de tempo
